Outer fold,lr,ridge,knn,rf,svr
1,0.9209425814947645,0.793547792331434,0.7977941176470589,0.754905462184874,0.9196308049638325
2,0.9247639135117595,0.9010325727692925,1.0,0.8764985955056179,0.9622034441821015
3,0.9286722219979642,0.911388368589658,0.8832417582417582,0.7493420329670331,0.7714250109736808
4,0.5057321218526686,0.5057860183346687,0.724669603524229,0.7672015418502203,0.8886682213846296
5,0.6296869910580423,0.6090696428611577,0.5781818181818181,0.4266327272727273,0.43656567649958244
